Date,Close,High,Low,Open,Volume,Return,Volatility,Market_Risk_Score
2020-02-12,12201.2001953125,12231.75,12144.2998046875,12151.0,411700,0.0077056964194832656,0.009314838787325846,12.71
2020-02-13,12174.650390625,12225.650390625,12139.7998046875,12219.5498046875,501200,-0.0021759994314084485,0.009195820776118952,12.42
2020-02-14,12113.4501953125,12246.7001953125,12091.2001953125,12190.150390625,622800,-0.005026854435148831,0.009204349322020057,12.44
2020-02-17,12045.7998046875,12159.599609375,12037.0,12131.7998046875,0,-0.00558473346026378,0.0085585582322674,10.85
2020-02-18,11992.5,12030.75,11908.0498046875,12028.25,676900,-0.004424762618648104,0.00854867581546903,10.83
2020-02-19,12125.900390625,12134.7001953125,12042.099609375,12090.599609375,513600,0.011123651500938081,0.008779600299669885,11.4
2020-02-20,12080.849609375,12152.0,12071.4501953125,12119.0,502600,-0.003715252459506435,0.008299638804266422,10.22
2020-02-24,11829.400390625,12012.5498046875,11813.400390625,12012.5498046875,490800,-0.02081386879900149,0.009066587528385635,12.1
2020-02-25,11797.900390625,11883.0498046875,11779.900390625,11877.5,461000,-0.002662856861702312,0.008970515387327451,11.86
2020-02-26,11678.5,11783.25,11639.599609375,11738.5498046875,567600,-0.010120477938589723,0.009072579465516824,12.11
2020-02-27,11633.2998046875,11663.849609375,11536.7001953125,11661.25,608600,-0.003870376787472707,0.009079757112512236,12.13
2020-02-28,11201.75,11384.7998046875,11175.0498046875,11382.0,809900,-0.03709607866493836,0.011095795783933755,17.07
2020-03-02,11132.75,11433.0,11036.25,11387.349609375,680800,-0.006159751824491688,0.01109408083548266,17.07
2020-03-03,11303.2998046875,11342.25,11152.5498046875,11217.5498046875,696500,0.015319647408546855,0.011521282087645154,18.12
2020-03-04,11251.0,11356.599609375,11082.150390625,11351.349609375,797700,-0.004626950146523701,0.01152219597084442,18.12
2020-03-05,11269.0,11389.5,11244.599609375,11306.0498046875,1352500,0.0015998577904186018,0.011535353592701664,18.15
2020-03-06,10989.4501953125,11035.099609375,10827.400390625,10942.650390625,1811000,-0.024806975302821943,0.012123266524813598,19.59
2020-03-09,10451.4501953125,10751.5498046875,10294.4501953125,10742.0498046875,1565500,-0.048956043335951605,0.014578139929357681,25.61
2020-03-11,10458.400390625,10545.099609375,10334.0,10334.2998046875,1218500,0.0006649981756232659,0.014579177787973095,25.61
2020-03-12,9590.150390625,10040.75,9508.0,10039.9501953125,1343500,-0.08301938801064712,0.020410419121403758,39.91
2020-03-13,9955.2001953125,10159.400390625,8555.150390625,9107.599609375,1388000,0.03806507612689369,0.02191734338189263,43.6
2020-03-16,9197.400390625,9602.2001953125,9165.099609375,9587.7998046875,897700,-0.07612100106679087,0.02535568100946836,52.03
2020-03-17,8967.0498046875,9403.7998046875,8915.599609375,9285.400390625,935600,-0.02504518409052825,0.025526607538806548,52.45
2020-03-18,8468.7998046875,9127.5498046875,8407.0498046875,9088.4501953125,1516600,-0.05556454027271507,0.026819598888447305,55.62
2020-03-19,8263.4501953125,8575.4501953125,7832.5498046875,8063.2998046875,925700,-0.024247781753128472,0.0261615998596695,54.01
2020-03-20,8745.4501953125,8883.0,8178.2001953125,8284.4501953125,1071500,0.058329146858465686,0.028925111659237585,60.78
2020-03-23,7610.25,8159.25,7583.60009765625,7945.7001953125,653500,-0.1,0.03308222694386904,70.97
2020-03-24,7801.0498046875,8036.9501953125,7511.10009765625,7848.2998046875,738400,0.02507142402516349,0.03378999139860186,72.71
2020-03-25,8317.849609375,8376.75,7714.75,7735.14990234375,736900,0.06624746894667499,0.03673831099872551,79.93
2020-03-26,8641.4501953125,8749.0498046875,8304.900390625,8451.0,865600,0.038904356430389475,0.037719390875345815,82.34
2020-03-27,8660.25,9038.900390625,8522.900390625,8949.099609375,801500,0.0021755381634551707,0.037646520971601524,82.16
2020-03-30,8281.099609375,8576.0,8244.0,8385.9501953125,593300,-0.04378053643081892,0.03812868723656252,83.34
2020-03-31,8597.75,8678.2998046875,8358.0,8529.349609375,712700,0.03823772271336057,0.0391641238665252,85.88
2020-04-01,8253.7998046875,8588.099609375,8198.349609375,8584.099609375,506300,-0.04000467509668226,0.039547886670179534,86.82
2020-04-03,8083.7998046875,8356.5498046875,8055.7998046875,8356.5498046875,697000,-0.020596574186770744,0.03957041137453368,86.88
2020-04-07,8792.2001953125,8819.400390625,8360.9501953125,8446.2998046875,814200,0.08763210467115035,0.04334318599189844,96.13
2020-04-08,8748.75,9131.7001953125,8653.900390625,8688.900390625,896500,-0.004941902407507137,0.04333896612735478,96.12
2020-04-09,9111.900390625,9128.349609375,8904.5498046875,8973.0498046875,742100,0.04150883161880259,0.04422163949125996,98.28
2020-04-13,8993.849609375,9112.0498046875,8912.400390625,9103.9501953125,644000,-0.01295567073707915,0.04423000359514161,98.3
2020-04-15,8925.2998046875,9261.2001953125,8874.099609375,9196.400390625,879100,-0.007621853562688519,0.044226157676794685,98.29
2020-04-16,8992.7998046875,9053.75,8821.900390625,8851.25,719400,0.007562771164790316,0.04430196209852704,98.48
2020-04-17,9266.75,9324.0,9091.349609375,9323.4501953125,684200,0.03046328187687486,0.04440867701582386,98.74
2020-04-20,9261.849609375,9390.849609375,9230.7998046875,9390.2001953125,726400,-0.0005288143766692954,0.04441210519035397,98.75
2020-04-21,8981.4501953125,9044.400390625,8909.400390625,9016.9501953125,655100,-0.030274667144095657,0.04450698672292859,98.98
2020-04-22,9187.2998046875,9209.75,8946.25,9026.75,734400,0.02291941778872575,0.04480989929118315,99.72
2020-04-23,9313.900390625,9343.599609375,9170.150390625,9232.349609375,666700,0.01377995587701486,0.044923384756497285,100.0
2020-04-24,9154.400390625,9296.900390625,9141.2998046875,9163.900390625,659400,-0.017124941572334906,0.04482383399443785,99.76
2020-04-27,9282.2998046875,9377.099609375,9250.349609375,9259.7001953125,512800,0.013971358975458648,0.044113009009676844,98.01
2020-04-28,9380.900390625,9404.400390625,9260.0,9389.7998046875,614500,0.010622430648890235,0.04417021456203748,98.15
2020-04-29,9553.349609375,9599.849609375,9392.349609375,9408.599609375,653000,0.018383013524196468,0.04152084606590989,91.66
2020-04-30,9859.900390625,9889.0498046875,9731.5,9753.5,931200,0.03208830345213909,0.041355022455969975,91.25
2020-05-04,9293.5,9533.5,9266.9501953125,9533.5,687500,-0.05744483901313502,0.040270488506130776,88.59
2020-05-05,9205.599609375,9450.900390625,9190.75,9429.400390625,725200,-0.009458265521601117,0.04000574854228181,87.94
2020-05-06,9270.900390625,9346.900390625,9116.5,9226.7998046875,722200,0.007093593467121684,0.03846054470172803,84.16
2020-05-07,9199.0498046875,9277.849609375,9175.900390625,9234.0498046875,708700,-0.007750119504051356,0.0381465594801639,83.39
2020-05-08,9251.5,9382.650390625,9238.2001953125,9376.9501953125,609100,0.0057016970693835045,0.0368162710705523,80.13
2020-05-11,9239.2001953125,9439.900390625,9219.9501953125,9348.150390625,704600,-0.0013294930214019507,0.031217887324423772,66.4
2020-05-12,9196.5498046875,9240.849609375,9043.9501953125,9168.849609375,805500,-0.004616242718351149,0.031093991177565398,66.1
2020-05-13,9383.5498046875,9584.5,9351.099609375,9584.2001953125,846400,0.02033371253039773,0.029089755003349503,61.18
2020-05-14,9142.75,9281.099609375,9119.75,9213.9501953125,602600,-0.025661909373274727,0.02883872890054659,60.57
2020-05-15,9136.849609375,9182.400390625,9050.0,9182.400390625,575900,-0.0006453627874545287,0.028843677778050268,60.58
2020-05-18,8823.25,9158.2998046875,8806.75,9158.2998046875,773000,-0.034322509703259896,0.028371764028356283,59.42
2020-05-19,8879.099609375,9030.349609375,8855.2998046875,8961.7001953125,762200,0.00632982284022332,0.027572688704248848,57.47
2020-05-20,9066.5498046875,9093.7998046875,8875.349609375,8889.150390625,622300,0.021111396826158035,0.026647439777849884,55.2
2020-05-21,9106.25,9178.5498046875,9056.099609375,9079.4501953125,631500,0.004378754451001221,0.026256765933830684,54.24
2020-05-22,9039.25,9149.599609375,8968.5498046875,9067.900390625,675800,-0.0073575840768702605,0.021078913692158183,41.55
2020-05-26,9029.0498046875,9161.650390625,8996.650390625,9099.75,655000,-0.0011284338094974533,0.02105245122335521,41.48
2020-05-27,9314.9501953125,9334.0,9004.25,9082.2001953125,763500,0.03166450477176164,0.0204723108813777,40.06
2020-05-28,9490.099609375,9511.25,9336.5,9364.9501953125,837900,0.018803043536468778,0.02054999231507311,40.25
2020-05-29,9580.2998046875,9598.849609375,9376.900390625,9422.2001953125,967000,0.009504662651105722,0.02051138639259949,40.16
2020-06-01,9826.150390625,9931.599609375,9706.9501953125,9726.849609375,794200,0.025662097319460564,0.020925341687027605,41.17
2020-06-02,9979.099609375,9995.599609375,9824.0498046875,9880.849609375,770200,0.015565527970742954,0.02042616897842267,39.95
2020-06-03,10061.5498046875,10176.2001953125,10035.5498046875,10108.2998046875,794700,0.008262288035990828,0.02044166506927656,39.98
2020-06-04,10029.099609375,10123.849609375,9944.25,10054.25,775100,-0.003225168681009971,0.019499638758456613,37.67
2020-06-05,10142.150390625,10177.7998046875,10040.75,10093.7998046875,987100,0.011272276241460544,0.019221253743869075,36.99
2020-06-08,10167.4501953125,10328.5,10120.25,10326.75,936500,0.002494520758722585,0.01912294686491523,36.75
2020-06-09,10046.650390625,10291.150390625,10021.4501953125,10181.150390625,754200,-0.011881032349997822,0.01895487379899309,36.34
2020-06-10,10116.150390625,10148.75,10036.849609375,10072.599609375,632400,0.006917728526201428,0.018861207957558815,36.11
2020-06-11,9902.0,10112.0498046875,9885.0498046875,10094.099609375,715500,-0.021169158460066062,0.019308624724536653,37.21
2020-06-12,9972.900390625,9996.0498046875,9544.349609375,9544.9501953125,796300,0.00716020911179549,0.019087436116700753,36.66
2020-06-15,9813.7001953125,9943.349609375,9726.349609375,9919.349609375,716100,-0.015963279394844432,0.018447200864973305,35.09
2020-06-16,9914.0,10046.150390625,9728.5,10014.7998046875,899900,0.010220386061458031,0.01499337832125321,26.63
2020-06-17,9881.150390625,10003.599609375,9833.7998046875,9876.7001953125,685400,-0.0033134566648174157,0.014869152025959953,26.32
2020-06-18,10091.650390625,10111.2001953125,9845.0498046875,9863.25,622900,0.021303187551898528,0.015243119285183841,27.24
2020-06-19,10244.400390625,10272.400390625,10072.650390625,10119.0,892100,0.015136275444292302,0.015262137677780358,27.29
2020-06-22,10311.2001953125,10393.650390625,10277.599609375,10318.75,685400,0.006520616350433883,0.01526656014219881,27.3
2020-06-23,10471.0,10484.7001953125,10301.75,10347.9501953125,669200,0.015497691991291696,0.015382778812258666,27.58
2020-06-24,10305.2998046875,10553.150390625,10281.9501953125,10529.25,854800,-0.015824677233549855,0.015738678008721387,28.45
2020-06-25,10288.900390625,10361.7998046875,10194.5,10235.5498046875,994200,-0.001591357298992957,0.015456816912896874,27.76
2020-06-26,10383.0,10409.849609375,10311.25,10378.900390625,671900,0.00914574014738645,0.014492668811742356,25.4
